0.01000000, 0.05000000, 0.10000000, 0.15000000, 0.20000000, 0.25000000, 0.30000000, 0.35000000, 0.40000000, 0.45000000, 0.50000000, 0.55000000, 0.60000000, 0.65000000, 0.70000000, 0.75000000, 0.80000000, 0.85000000, 0.90000000, 0.95000000, 1.00000000, 1.05000000, 1.10000000, 1.15000000, 1.20000000, 1.25000000, 1.30000000, 1.35000000, 1.40000000, 1.45000000, 1.50000000, 1.55000000, 1.60000000, 1.65000000, 1.70000000, 1.75000000, 1.80000000, 1.85000000, 1.90000000, 1.95000000, 2.00000000, 2.20000000, 2.40000000, 2.60000000, 2.80000000, 3.00000000, 3.20000000, 3.40000000, 3.60000000, 3.80000000, 4.00000000, 4.20000000, 4.40000000, 4.60000000, 4.80000000, 5.00000000
-0.01117615, -0.01484133, -0.01695348, -0.01819374, -0.01902616, -0.01962022, -0.02005994, -0.02038826, -0.02063523, -0.02081917, -0.02095184, -0.02104146, -0.02109766, -0.02112194, -0.02112088, -0.02109648, -0.02105048, -0.02098645, -0.02090622, -0.02081017, -0.02069976, -0.02057625, -0.02044169, -0.02029663, -0.02014137, -0.01997674, -0.01980351, -0.01962240, -0.01943406, -0.01923912, -0.01903834, -0.01883265, -0.01862193, -0.01840669, -0.01818740, -0.01796448, -0.01773839, -0.01750950, -0.01727821, -0.01704487, -0.01680984, -0.01585904, -0.01490454, -0.01396152, -0.01304033, -0.01214956, -0.01129534, -0.01048183, -0.00971155, -0.00898572, -0.00830455, -0.00766745, -0.00707328, -0.00652049, -0.00600725, -0.00553153
-0.01117610, -0.01483981, -0.01694654, -0.01817701, -0.01899510, -0.01957030, -0.01998662, -0.02028714, -0.02050203, -0.02064976, -0.02074228, -0.02078804, -0.02079686, -0.02077051, -0.02071581, -0.02063501, -0.02053019, -0.02040512, -0.02026192, -0.02010128, -0.01992495, -0.01973446, -0.01953209, -0.01931868, -0.01909479, -0.01886151, -0.01861986, -0.01837076, -0.01811509, -0.01785367, -0.01758745, -0.01731749, -0.01704389, -0.01676728, -0.01648828, -0.01620744, -0.01592529, -0.01564233, -0.01535902, -0.01507579, -0.01479303, -0.01367385, -0.01258754, -0.01154837, -0.01056461, -0.00964161, -0.00878187, -0.00798571, -0.00725193, -0.00657824, -0.00596164, -0.00539875, -0.00488595, -0.00441958, -0.00399603, -0.00361180
-0.01117605, -0.01483815, -0.01693896, -0.01815874, -0.01896124, -0.01951593, -0.01990694, -0.02017749, -0.02035797, -0.02046707, -0.02051703, -0.02051660, -0.02047590, -0.02039708, -0.02028726, -0.02014909, -0.01998499, -0.01979909, -0.01959385, -0.01937034, -0.01913064, -0.01887663, -0.01861084, -0.01833441, -0.01804823, -0.01775363, -0.01745185, -0.01714406, -0.01683133, -0.01651463, -0.01619507, -0.01587381, -0.01555110, -0.01522767, -0.01490421, -0.01458134, -0.01425962, -0.01393959, -0.01362172, -0.01330644, -0.01299413, -0.01178117, -0.01063789, -0.00957436, -0.00859418, -0.00769783, -0.00688313, -0.00614618, -0.00548209, -0.00488545, -0.00435067, -0.00387223, -0.00344485, -0.00306351, -0.00272359, -0.00242081
-0.01117620, -0.01484314, -0.01696177, -0.01821375, -0.01906333, -0.01968010, -0.02014804, -0.02051006, -0.02079613, -0.02102445, -0.02120664, -0.02135076, -0.02146631, -0.02155454, -0.02162190, -0.02167013, -0.02170076, -0.02171713, -0.02172086, -0.02171203, -0.02169187, -0.02166137, -0.02162238, -0.02157519, -0.02151978, -0.02145676, -0.02138662, -0.02130983, -0.02122680, -0.02113791, -0.02104371, -0.02094494, -0.02084121, -0.02073278, -0.02061992, -0.02050288, -0.02038189, -0.02025717, -0.02012892, -0.01999735, -0.01986265, -0.01929609, -0.01869311, -0.01806375, -0.01741496, -0.01675394, -0.01608696, -0.01541948, -0.01475616, -0.01410098, -0.01345725, -0.01282767, -0.01221444, -0.01161927, -0.01104346, -0.01048792
-0.01117609, -0.01483957, -0.01694545, -0.01817437, -0.01899020, -0.01956243, -0.01997507, -0.02027124, -0.02048111, -0.02062320, -0.02070948, -0.02074846, -0.02074997, -0.02071586, -0.02065297, -0.02056362, -0.02044991, -0.02031568, -0.02016309, -0.01999289, -0.01980687, -0.01960661, -0.01939443, -0.01917120, -0.01893754, -0.01869458, -0.01844337, -0.01818486, -0.01791998, -0.01764956, -0.01737458, -0.01709612, -0.01681430, -0.01652978, -0.01624318, -0.01595508, -0.01566601, -0.01537648, -0.01508696, -0.01479788, -0.01450964, -0.01337217, -0.01227321, -0.01122661, -0.01024002, -0.00931816, -0.00846284, -0.00767376, -0.00694912, -0.00628612, -0.00568135, -0.00513103, -0.00463126, -0.00417813, -0.00376781, -0.00339667
-0.01117600, -0.01483636, -0.01693083, -0.01813917, -0.01892501, -0.01945787, -0.01982202, -0.02006094, -0.02020525, -0.02027401, -0.02027982, -0.02023183, -0.02014055, -0.02000860, -0.01984350, -0.01964835, -0.01942605, -0.01918109, -0.01891635, -0.01863332, -0.01833446, -0.01802197, -0.01769868, -0.01736603, -0.01702518, -0.01667772, -0.01632508, -0.01596859, -0.01560947, -0.01524884, -0.01488786, -0.01452774, -0.01416882, -0.01381186, -0.01345756, -0.01310652, -0.01275930, -0.01241638, -0.01207820, -0.01174511, -0.01141745, -0.01016592, -0.00901637, -0.00797284, -0.00703323, -0.00619280, -0.00544489, -0.00478189, -0.00419591, -0.00367922, -0.00322441, -0.00282463, -0.00247359, -0.00216562, -0.00189559, -0.00165895
-0.01117615, -0.01484139, -0.01695375, -0.01819441, -0.01902739, -0.01962221, -0.02006285, -0.02039228, -0.02064055, -0.02082594, -0.02096023, -0.02105162, -0.02110975, -0.02113609, -0.02113722, -0.02111513, -0.02107157, -0.02101008, -0.02093248, -0.02083914, -0.02073151, -0.02061086, -0.02047920, -0.02033709, -0.02018482, -0.02002320, -0.01985299, -0.01967491, -0.01948959, -0.01929766, -0.01909988, -0.01889716, -0.01868938, -0.01847703, -0.01826058, -0.01804046, -0.01781709, -0.01759088, -0.01736218, -0.01713138, -0.01689880, -0.01595698, -0.01501004, -0.01407312, -0.01315658, -0.01226907, -0.01141685, -0.01060418, -0.00983373, -0.00910685, -0.00842390, -0.00778441, -0.00718736, -0.00663130, -0.00611447, -0.00563497
-0.01117606, -0.01483842, -0.01694019, -0.01816170, -0.01896673, -0.01952474, -0.01991983, -0.02019522, -0.02038124, -0.02049654, -0.02055332, -0.02056027, -0.02052744, -0.02045694, -0.02035583, -0.02022668, -0.02007186, -0.01989543, -0.01969981, -0.01948600, -0.01925602, -0.01901169, -0.01875550, -0.01848855, -0.01821168, -0.01792617, -0.01763325, -0.01733402, -0.01702954, -0.01672078, -0.01640879, -0.01609474, -0.01577886, -0.01546186, -0.01514444, -0.01482719, -0.01451069, -0.01419547, -0.01388200, -0.01357071, -0.01326201, -0.01205966, -0.01092141, -0.00985818, -0.00887439, -0.00797132, -0.00714756, -0.00639984, -0.00572382, -0.00511452, -0.00456671, -0.00407516, -0.00363478, -0.00324074, -0.00288852, -0.00257393
-0.01117614, -0.01484128, -0.01695326, -0.01819322, -0.01902519, -0.01961867, -0.02005765, -0.02038511, -0.02063108, -0.02081388, -0.02094529, -0.02103352, -0.02108822, -0.02111089, -0.02110812, -0.02108190, -0.02103401, -0.02096800, -0.02088572, -0.02078756, -0.02067497, -0.02054925, -0.02041242, -0.02026507, -0.02010749, -0.01994053, -0.01976495, -0.01958149, -0.01939080, -0.01919352, -0.01899042, -0.01878244, -0.01856945, -0.01835198, -0.01813048, -0.01790542, -0.01767721, -0.01744627, -0.01721298, -0.01697770, -0.01674079, -0.01578311, -0.01482284, -0.01387519, -0.01295052, -0.01205732, -0.01120168, -0.01038762, -0.00961758, -0.00889265, -0.00821293, -0.00757776, -0.00698589, -0.00643568, -0.00592525, -0.00545250
-0.00545276, -0.00717268, -0.00816027, -0.00874088, -0.00913254, -0.00941464, -0.00962643, -0.00978797, -0.00991321, -0.01001065, -0.01008573, -0.01014221, -0.01018451, -0.01021327, -0.01023147, -0.01023997, -0.01023953, -0.01023170, -0.01021727, -0.01019633, -0.01016948, -0.01013723, -0.01010043, -0.01005928, -0.01001383, -0.00996438, -0.00991121, -0.00985458, -0.00979471, -0.00973183, -0.00966621, -0.00959823, -0.00952777, -0.00945498, -0.00938003, -0.00930307, -0.00922424, -0.00914368, -0.00906152, -0.00897788, -0.00889288, -0.00854158, -0.00817712, -0.00780552, -0.00743112, -0.00705801, -0.00668957, -0.00632852, -0.00597703, -0.00563678, -0.00530898, -0.00499450, -0.00469388, -0.00440742, -0.00413519, -0.00387709
