0.01000000, 0.05000000, 0.10000000, 0.15000000, 0.20000000, 0.25000000, 0.30000000, 0.35000000, 0.40000000, 0.45000000, 0.50000000, 0.55000000, 0.60000000, 0.65000000, 0.70000000, 0.75000000, 0.80000000, 0.85000000, 0.90000000, 0.95000000, 1.00000000, 1.05000000, 1.10000000, 1.15000000, 1.20000000, 1.25000000, 1.30000000, 1.35000000, 1.40000000, 1.45000000, 1.50000000, 1.55000000, 1.60000000, 1.65000000, 1.70000000, 1.75000000, 1.80000000, 1.85000000, 1.90000000, 1.95000000, 2.00000000, 2.05000000, 2.10000000, 2.15000000, 2.20000000, 2.25000000, 2.30000000, 2.35000000, 2.40000000, 2.45000000, 2.50000000, 2.55000000, 2.60000000, 2.65000000, 2.70000000, 2.75000000, 2.80000000, 2.85000000, 2.90000000, 2.95000000, 3.00000000, 3.05000000
-0.00054652, -0.00054561, -0.00054211, -0.00053627, -0.00052929, -0.00051937, -0.00050889, -0.00049544, -0.00048092, -0.00046616, -0.00044924, -0.00043180, -0.00041382, -0.00039614, -0.00037748, -0.00035886, -0.00034043, -0.00032229, -0.00030490, -0.00028747, -0.00027077, -0.00025451, -0.00023889, -0.00022396, -0.00020973, -0.00019623, -0.00018393, -0.00017174, -0.00016025, -0.00014945, -0.00013930, -0.00012980, -0.00012091, -0.00011260, -0.00010484, -0.00009795, -0.00009114, -0.00008479, -0.00007889, -0.00007340, -0.00006830, -0.00006356, -0.00005916, -0.00005507, -0.00005127, -0.00004799, -0.00004468, -0.00004161, -0.00003875, -0.00003611, -0.00003365, -0.00003137, -0.00002925, -0.00002729, -0.00002546, -0.00002376, -0.00002234, -0.00002086, -0.00001948, -0.00001820, -0.00001701, -0.00001590
-0.00048553, -0.00048467, -0.00048151, -0.00047618, -0.00046979, -0.00046078, -0.00045120, -0.00043900, -0.00042583, -0.00041241, -0.00039709, -0.00038133, -0.00036510, -0.00034914, -0.00033235, -0.00031563, -0.00029910, -0.00028287, -0.00026732, -0.00025177, -0.00023691, -0.00022246, -0.00020861, -0.00019539, -0.00018282, -0.00017090, -0.00016006, -0.00014935, -0.00013926, -0.00012979, -0.00012092, -0.00011261, -0.00010485, -0.00009761, -0.00009085, -0.00008486, -0.00007894, -0.00007343, -0.00006831, -0.00006356, -0.00005914, -0.00005504, -0.00005124, -0.00004770, -0.00004442, -0.00004159, -0.00003874, -0.00003609, -0.00003363, -0.00003135, -0.00002923, -0.00002726, -0.00002544, -0.00002374, -0.00002217, -0.00002071, -0.00001948, -0.00001820, -0.00001701, -0.00001590, -0.00001487, -0.00001392
-0.00013279, -0.00013241, -0.00013141, -0.00012960, -0.00012730, -0.00012436, -0.00012105, -0.00011704, -0.00011271, -0.00010824, -0.00010332, -0.00009829, -0.00009316, -0.00008811, -0.00008295, -0.00007786, -0.00007290, -0.00006810, -0.00006353, -0.00005907, -0.00005486, -0.00005085, -0.00004705, -0.00004349, -0.00004015, -0.00003703, -0.00003421, -0.00003150, -0.00002898, -0.00002666, -0.00002451, -0.00002253, -0.00002071, -0.00001903, -0.00001749, -0.00001613, -0.00001481, -0.00001361, -0.00001250, -0.00001149, -0.00001056, -0.00000971, -0.00000893, -0.00000821, -0.00000756, -0.00000700, -0.00000644, -0.00000593, -0.00000546, -0.00000503, -0.00000463, -0.00000427, -0.00000394, -0.00000363, -0.00000335, -0.00000309, -0.00000288, -0.00000266, -0.00000245, -0.00000227, -0.00000209, -0.00000193
-0.00037783, -0.00037721, -0.00037484, -0.00037089, -0.00036616, -0.00035943, -0.00035234, -0.00034320, -0.00033331, -0.00032329, -0.00031173, -0.00029982, -0.00028753, -0.00027542, -0.00026261, -0.00024980, -0.00023711, -0.00022460, -0.00021257, -0.00020050, -0.00018893, -0.00017763, -0.00016676, -0.00015636, -0.00014644, -0.00013700, -0.00012839, -0.00011985, -0.00011179, -0.00010420, -0.00009708, -0.00009039, -0.00008414, -0.00007829, -0.00007282, -0.00006796, -0.00006315, -0.00005868, -0.00005451, -0.00005064, -0.00004704, -0.00004370, -0.00004060, -0.00003772, -0.00003504, -0.00003273, -0.00003040, -0.00002824, -0.00002624, -0.00002438, -0.00002266, -0.00002106, -0.00001958, -0.00001821, -0.00001694, -0.00001575, -0.00001476, -0.00001374, -0.00001278, -0.00001189, -0.00001107, -0.00001031
-0.00065671, -0.00065508, -0.00065006, -0.00064136, -0.00063050, -0.00061603, -0.00060020, -0.00058076, -0.00055991, -0.00053836, -0.00051464, -0.00049032, -0.00046560, -0.00044130, -0.00041639, -0.00039186, -0.00036791, -0.00034471, -0.00032266, -0.00030107, -0.00028067, -0.00026113, -0.00024267, -0.00022528, -0.00020896, -0.00019369, -0.00017990, -0.00016652, -0.00015409, -0.00014255, -0.00013185, -0.00012196, -0.00011281, -0.00010437, -0.00009656, -0.00008969, -0.00008299, -0.00007681, -0.00007111, -0.00006586, -0.00006102, -0.00005657, -0.00005246, -0.00004867, -0.00004518, -0.00004218, -0.00003917, -0.00003640, -0.00003384, -0.00003147, -0.00002929, -0.00002727, -0.00002540, -0.00002367, -0.00002207, -0.00002058, -0.00001935, -0.00001806, -0.00001686, -0.00001576, -0.00001472, -0.00001377
-0.00007677, -0.00007663, -0.00007621, -0.00007544, -0.00007453, -0.00007328, -0.00007195, -0.00007020, -0.00006831, -0.00006641, -0.00006418, -0.00006190, -0.00005951, -0.00005717, -0.00005468, -0.00005217, -0.00004967, -0.00004721, -0.00004483, -0.00004242, -0.00004010, -0.00003784, -0.00003564, -0.00003353, -0.00003151, -0.00002957, -0.00002781, -0.00002605, -0.00002438, -0.00002280, -0.00002131, -0.00001991, -0.00001859, -0.00001735, -0.00001619, -0.00001516, -0.00001413, -0.00001317, -0.00001228, -0.00001144, -0.00001066, -0.00000994, -0.00000926, -0.00000863, -0.00000805, -0.00000754, -0.00000703, -0.00000655, -0.00000611, -0.00000570, -0.00000531, -0.00000496, -0.00000463, -0.00000432, -0.00000403, -0.00000377, -0.00000354, -0.00000331, -0.00000309, -0.00000289, -0.00000271, -0.00000253
0.00066041, 0.00065970, 0.00065612, 0.00065040, 0.00064393, 0.00063373, 0.00062392, 0.00061022, 0.00059557, 0.00058098, 0.00056353, 0.00054539, 0.00052663, 0.00050818, 0.00048815, 0.00046795, 0.00044770, 0.00042755, 0.00040811, 0.00038816, 0.00036889, 0.00034975, 0.00033115, 0.00031314, 0.00029575, 0.00027901, 0.00026368, 0.00024813, 0.00023331, 0.00021919, 0.00020578, 0.00019306, 0.00018103, 0.00016965, 0.00015890, 0.00014930, 0.00013966, 0.00013060, 0.00012209, 0.00011410, 0.00010661, 0.00009960, 0.00009302, 0.00008687, 0.00008112, 0.00007611, 0.00007103, 0.00006628, 0.00006185, 0.00005772, 0.00005386, 0.00005026, 0.00004690, 0.00004377, 0.00004085, 0.00003813, 0.00003582, 0.00003343, 0.00003120, 0.00002913, 0.00002719, 0.00002539
0.00111786, 0.00111644, 0.00110989, 0.00109929, 0.00108707, 0.00106857, 0.00104994, 0.00102501, 0.00099820, 0.00097125, 0.00093962, 0.00090689, 0.00087305, 0.00083976, 0.00080410, 0.00076827, 0.00073257, 0.00069720, 0.00066317, 0.00062861, 0.00059533, 0.00056255, 0.00053088, 0.00050036, 0.00047105, 0.00044302, 0.00041740, 0.00039167, 0.00036726, 0.00034413, 0.00032227, 0.00030164, 0.00028220, 0.00026392, 0.00024673, 0.00023142, 0.00021613, 0.00020182, 0.00018842, 0.00017590, 0.00016419, 0.00015326, 0.00014305, 0.00013352, 0.00012464, 0.00011692, 0.00010911, 0.00010184, 0.00009506, 0.00008874, 0.00008285, 0.00007737, 0.00007226, 0.00006750, 0.00006307, 0.00005894, 0.00005545, 0.00005183, 0.00004845, 0.00004531, 0.00004238, 0.00003965
0.00027645, 0.00027601, 0.00027409, 0.00027101, 0.00026733, 0.00026200, 0.00025642, 0.00024931, 0.00024166, 0.00023384, 0.00022500, 0.00021586, 0.00020651, 0.00019731, 0.00018765, 0.00017807, 0.00016862, 0.00015934, 0.00015048, 0.00014164, 0.00013321, 0.00012501, 0.00011718, 0.00010972, 0.00010264, 0.00009593, 0.00008984, 0.00008382, 0.00007816, 0.00007286, 0.00006789, 0.00006325, 0.00005891, 0.00005487, 0.00005110, 0.00004775, 0.00004445, 0.00004138, 0.00003853, 0.00003588, 0.00003341, 0.00003112, 0.00002900, 0.00002703, 0.00002519, 0.00002361, 0.00002202, 0.00002053, 0.00001916, 0.00001788, 0.00001669, 0.00001558, 0.00001456, 0.00001360, 0.00001272, 0.00001189, 0.00001120, 0.00001048, 0.00000980, 0.00000918, 0.00000859, 0.00000805
