0.01000000, 0.01500000, 0.02000000, 0.02500000, 0.03000000, 0.03500000, 0.04000000, 0.04500000, 0.05000000, 0.05500000, 0.06000000, 0.06500000, 0.07000000, 0.07500000, 0.08000000, 0.08500000, 0.09000000, 0.09500000, 0.10000000, 0.12000000, 0.14000000, 0.16000000, 0.18000000, 0.20000000, 0.22000000, 0.24000000, 0.26000000, 0.28000000, 0.30000000, 0.32000000, 0.34000000, 0.36000000, 0.38000000, 0.40000000, 0.42000000, 0.44000000, 0.46000000, 0.48000000, 0.50000000, 0.52000000, 0.54000000, 0.56000000, 0.58000000, 0.60000000, 0.62000000, 0.64000000, 0.66000000, 0.68000000, 0.70000000, 0.72000000, 0.74000000, 0.76000000, 0.78000000, 0.80000000, 0.82000000, 0.84000000, 0.86000000, 0.88000000, 0.90000000, 0.92000000, 0.94000000, 0.96000000, 0.98000000, 1.00000000
4.01019226, 1.79719558, 1.01945390, 0.65750415, 0.46242684, 0.34231035, 0.26591607, 0.21431824, 0.17654378, 0.14760951, 0.12527579, 0.10806517, 0.09465376, 0.08388033, 0.07485632, 0.06699843, 0.05998075, 0.05365119, 0.04795048, 0.03080243, 0.01984826, 0.01122346, 0.00370703, -0.00230482, -0.00655537, -0.00934546, -0.01118078, -0.01242001, -0.01317943, -0.01342259, -0.01309492, -0.01221414, -0.01089273, -0.00930938, -0.00765902, -0.00610678, -0.00475994, -0.00366135, -0.00280008, -0.00213179, -0.00160107, -0.00115962, -0.00077707, -0.00044360, -0.00016566, 0.00004236, 0.00016770, 0.00020719, 0.00017149, 0.00008481, -0.00001968, -0.00010752, -0.00015174, -0.00014031, -0.00008008, 0.00000460, 0.00007923, 0.00011152, 0.00008623, 0.00001717, -0.00005108, -0.00006222, -0.00000154, 0.00000000
3.32534893, 1.46987853, 0.81864800, 0.51680738, 0.35517267, 0.25583997, 0.19332347, 0.15148465, 0.12084642, 0.09729823, 0.07914462, 0.06526301, 0.05456764, 0.04606081, 0.03896898, 0.03279188, 0.02726506, 0.02228299, 0.01782214, 0.00502591, -0.00194454, -0.00665256, -0.01031013, -0.01261209, -0.01341498, -0.01312436, -0.01232840, -0.01143872, -0.01059195, -0.00973966, -0.00878667, -0.00768749, -0.00647656, -0.00524774, -0.00411198, -0.00315759, -0.00242685, -0.00191211, -0.00156739, -0.00132814, -0.00113168, -0.00093284, -0.00071177, -0.00047351, -0.00024114, -0.00004509, 0.00008797, 0.00014400, 0.00012622, 0.00005462, -0.00003918, -0.00012043, -0.00016086, -0.00014698, -0.00008453, 0.00000257, 0.00007952, 0.00011341, 0.00008838, 0.00001824, -0.00005160, -0.00006343, -0.00000177, 0.00000000
1.80729724, 0.84839126, 0.50187635, 0.33602897, 0.24392625, 0.18515502, 0.14678029, 0.12004890, 0.09970086, 0.08349862, 0.07054943, 0.06023924, 0.05193751, 0.04504676, 0.03909605, 0.03377647, 0.02892110, 0.02445946, 0.02037117, 0.00754704, -0.00117768, -0.00808533, -0.01391590, -0.01843368, -0.02148938, -0.02327704, -0.02412318, -0.02427611, -0.02384966, -0.02287669, -0.02138733, -0.01945868, -0.01722289, -0.01484507, -0.01248969, -0.01029108, -0.00833641, -0.00666295, -0.00526646, -0.00411582, -0.00316872, -0.00238465, -0.00173284, -0.00119491, -0.00076287, -0.00043439, -0.00020701, -0.00007340, -0.00001865, -0.00002049, -0.00005207, -0.00008670, -0.00010331, -0.00009100, -0.00005150, 0.00000181, 0.00004850, 0.00006894, 0.00005367, 0.00001109, -0.00003128, -0.00003846, -0.00000107, 0.00000000
3.31607966, 1.51853347, 0.87919970, 0.57809425, 0.41375776, 0.31056414, 0.24417508, 0.19858491, 0.16428432, 0.13721956, 0.11576627, 0.09882492, 0.08528684, 0.07411236, 0.06448899, 0.05589015, 0.04803791, 0.04082199, 0.03421820, 0.01373679, 0.00030202, -0.00989336, -0.01808300, -0.02388273, -0.02712010, -0.02825371, -0.02797801, -0.02683528, -0.02510452, -0.02288834, -0.02024811, -0.01729338, -0.01420173, -0.01118772, -0.00845271, -0.00614160, -0.00432057, -0.00297798, -0.00204310, -0.00141386, -0.00098474, -0.00066843, -0.00040787, -0.00017815, 0.00001977, 0.00017034, 0.00025595, 0.00026752, 0.00021067, 0.00010653, -0.00001268, -0.00011189, -0.00016283, -0.00015264, -0.00008855, 0.00000317, 0.00008490, 0.00012111, 0.00009458, 0.00001976, -0.00005494, -0.00006780, -0.00000202, 0.00000000
9.19245831, 4.14704103, 2.36781415, 1.53677354, 1.08702204, 0.80836286, 0.63039133, 0.50948077, 0.42017167, 0.35110703, 0.29732972, 0.25554391, 0.22270134, 0.19607775, 0.17357619, 0.15382537, 0.13607111, 0.11997553, 0.10542021, 0.06136991, 0.03330408, 0.01180660, -0.00618047, -0.01979694, -0.02856714, -0.03340408, -0.03571985, -0.03654761, -0.03630218, -0.03499823, -0.03257910, -0.02913676, -0.02496625, -0.02049677, -0.01617297, -0.01234807, -0.00922264, -0.00683609, -0.00509978, -0.00385235, -0.00291772, -0.00215111, -0.00146476, -0.00083244, -0.00027618, 0.00015754, 0.00042423, 0.00050334, 0.00041047, 0.00019762, -0.00005799, -0.00027333, -0.00038191, -0.00035325, -0.00020336, 0.00000798, 0.00019509, 0.00027724, 0.00021570, 0.00004417, -0.00012641, -0.00015514, -0.00000432, 0.00000000
5.09218442, 2.28399686, 1.29450436, 0.83240409, 0.58215026, 0.42705466, 0.32795699, 0.26064562, 0.21098237, 0.17263246, 0.14281421, 0.11968090, 0.10153393, 0.08685921, 0.07449135, 0.06366677, 0.05396358, 0.04519108, 0.03728108, 0.01357379, -0.00109167, -0.01185998, -0.02043117, -0.02638856, -0.02954473, -0.03048317, -0.03006150, -0.02892064, -0.02734559, -0.02538039, -0.02300762, -0.02027167, -0.01731333, -0.01433783, -0.01155532, -0.00912700, -0.00713491, -0.00557921, -0.00439700, -0.00349214, -0.00276599, -0.00214098, -0.00157309, -0.00105272, -0.00059619, -0.00023179, 0.00001518, 0.00013447, 0.00013735, 0.00005623, -0.00006209, -0.00016767, -0.00022026, -0.00020033, -0.00011497, 0.00000364, 0.00010838, 0.00015450, 0.00012045, 0.00002498, -0.00007011, -0.00008630, -0.00000246, 0.00000000
3.21462858, 1.43193373, 0.80474921, 0.51333240, 0.35709456, 0.26104866, 0.20061708, 0.16027153, 0.13084801, 0.10832380, 0.09101565, 0.07781584, 0.06766787, 0.05960568, 0.05287885, 0.04699827, 0.04170084, 0.03687677, 0.03249673, 0.01920067, 0.01056445, 0.00340084, -0.00319211, -0.00867882, -0.01270075, -0.01545576, -0.01735679, -0.01869314, -0.01953644, -0.01982344, -0.01948257, -0.01851934, -0.01703729, -0.01521030, -0.01323409, -0.01128112, -0.00947225, -0.00786881, -0.00648099, -0.00528585, -0.00424741, -0.00333319, -0.00252409, -0.00181682, -0.00122006, -0.00074691, -0.00040638, -0.00019646, -0.00010073, -0.00008921, -0.00012335, -0.00016371, -0.00017870, -0.00015186, -0.00008573, -0.00000052, 0.00007288, 0.00010496, 0.00008175, 0.00001654, -0.00004823, -0.00005899, -0.00000152, 0.00000000
6.44798279, 2.91601701, 1.67013075, 1.08734625, 0.77107693, 0.57484409, 0.44903544, 0.36327370, 0.29989557, 0.25092198, 0.21278952, 0.18313003, 0.15979488, 0.14088590, 0.12494544, 0.11101440, 0.09855538, 0.08731602, 0.07719590, 0.04679061, 0.02760415, 0.01301234, 0.00078277, -0.00861429, -0.01490411, -0.01869985, -0.02092516, -0.02223766, -0.02287432, -0.02280095, -0.02193582, -0.02030090, -0.01806219, -0.01548658, -0.01286372, -0.01043418, -0.00834668, -0.00664958, -0.00530980, -0.00424666, -0.00336797, -0.00259879, -0.00189746, -0.00125814, -0.00070218, -0.00026283, 0.00003142, 0.00017044, 0.00016957, 0.00006890, -0.00007494, -0.00020212, -0.00026482, -0.00024017, -0.00013722, 0.00000518, 0.00013049, 0.00018525, 0.00014394, 0.00002930, -0.00008451, -0.00010352, -0.00000278, 0.00000000
5.45475741, 2.46167123, 1.40561216, 0.91155795, 0.64352344, 0.47712755, 0.37063953, 0.29819436, 0.24467689, 0.20331815, 0.17114611, 0.14618278, 0.12660408, 0.11078160, 0.09746018, 0.08581564, 0.07539055, 0.06597566, 0.05749336, 0.03206301, 0.01614123, 0.00405300, -0.00607868, -0.01377912, -0.01877002, -0.02157495, -0.02300312, -0.02363513, -0.02368350, -0.02312320, -0.02188841, -0.02000536, -0.01762716, -0.01499481, -0.01236764, -0.00995942, -0.00790055, -0.00623079, -0.00491643, -0.00388074, -0.00303642, -0.00231149, -0.00166382, -0.00108364, -0.00058598, -0.00019721, 0.00005979, 0.00017772, 0.00017134, 0.00007684, -0.00005520, -0.00017161, -0.00022999, -0.00021016, -0.00012024, 0.00000518, 0.00011586, 0.00016426, 0.00012764, 0.00002605, -0.00007484, -0.00009174, -0.00000248, 0.00000000
